1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
1   D:\data\high-quality-images-labeling\Gooden set-tapeciarnia\landmark\230727_monako_miasto_noca.jpg
