JudgeID	HitGroupDataInt	HitDataInt	HitState	HitType	Price	JudgmentState	JudgmentDataInt	JudgmentDataIntName	JudgmentSubmitTime	JudgmentTypeID	JudgmentType	Consensus	TimeSpentOnJudgment	HitGroupID	HitID	lp_id	ImageSource	FinalUrl	ImgUrl	JudgmentID	OtherComment	FinalDecision	Imageclarity	BrightnessContrastColorSaturation	SubjectClarity	TextLogoClarity	CompositionLayout	RealisticPhysicallyPlausible	MainSubjectClarityBadOpotion
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:17:29 PM	0	Normal		80011	333828944	471257348	Random10046_Prompt5.png	AdsT2Iv3	https://www.kayak.com.hk/semi/bingadssearch/hotel_destination/8847/zh.html?	https://unitorchazureblob.blob.core.windows.net/bic/Random10046_Prompt5.png	1302464073	N/A	Fair	Fair	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:17:51 PM	0	Normal		21977	333829181	471257585	Internal10082_Prompt4.png	AdsT2Iv3	https://deliveroo.fr/fr/menu/bordeaux/bordeaux-saint-augustin-talence/farina-e-mani	https://unitorchazureblob.blob.core.windows.net/bic/Internal10082_Prompt4.png	1302464783	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:18:13 PM	0	Normal		20783	333829180	471257584	Internal10028_Prompt3.png	AdsT2Iv3	https://quotes.gutterusa.com/?p9=Gutter%20Estimates%20in%20%40loc	https://unitorchazureblob.blob.core.windows.net/bic/Internal10028_Prompt3.png	1302464779	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:25:21 PM	0	Normal		120000	333829232	471257636	Random10044_Prompt4.png	AdsT2Iv3	https://www.acwholesalers.com/cooling/first-company-air-handlers-and-evaporator-coils.html	https://unitorchazureblob.blob.core.windows.net/bic/Random10044_Prompt4.png	1302464935	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:29:22 PM	0	Normal		120000	333829512	471257916	Internal10029_Prompt2.png	AdsT2Iv3	https://www.tzield.com/	https://unitorchazureblob.blob.core.windows.net/bic/Internal10029_Prompt2.png	1302465775	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:31:45 PM	0	Normal		120000	333829086	471257490	Internal10063_Prompt3.png	AdsT2Iv3	https://lp.nuviasmiles.com/baltimore-eval-v-141-081325-bing	https://unitorchazureblob.blob.core.windows.net/bic/Internal10063_Prompt3.png	1302464497	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:35:29 PM	0	Normal		120000	333829913	471258317	Random10038_Prompt4.png	AdsT2Iv3	https://garagedoordoctor.biz/ppc-dfw/	https://unitorchazureblob.blob.core.windows.net/bic/Random10038_Prompt4.png	1302466980	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:37:20 PM	0	Normal		108826	333829749	471258153	Internal10034_Prompt3.png	AdsT2Iv3	https://pdf.net	https://unitorchazureblob.blob.core.windows.net/bic/Internal10034_Prompt3.png	1302466487	N/A	Bad	Bad	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:38:51 PM	0	Normal		88880	333829513	471257917	Random10041_Prompt4.png	AdsT2Iv3	https://www.blindstogo.ca/shutters/	https://unitorchazureblob.blob.core.windows.net/bic/Random10041_Prompt4.png	1302465780	N/A	Fair	Fair	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/9/2026 4:39:23 PM	0	Normal		32337	333829754	471258158	Internal10033_Prompt2.png	AdsT2Iv3	https://mediacomcable.com/landing/300-mobile/?st-t=branded	https://unitorchazureblob.blob.core.windows.net/bic/Internal10033_Prompt2.png	1302466503	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
